Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2018-02-02,37.587799072265625,71.49749755859375,55.576683044433594,84.57035064697266,22.916667938232422
2018-02-05,36.648685455322266,69.5,52.75564193725586,81.08729553222656,22.208667755126953
2018-02-06,38.18030548095703,72.14199829101562,53.850093841552734,84.15571594238281,22.264667510986328
2018-02-07,37.36296463012695,70.83899688720703,52.40903091430664,82.5708236694336,23.0
2018-02-08,36.334877014160156,67.5250015258789,50.04037094116211,78.33216857910156,21.01533317565918
2018-02-09,36.779293060302734,66.9800033569336,51.955162048339844,81.25315856933594,20.69466781616211
2018-02-12,38.260711669921875,69.3115005493164,52.3668212890625,82.12853240966797,21.048667907714844
2018-02-13,38.64400100708008,70.72550201416016,52.34596633911133,82.77352905273438,21.577333450317383
2018-02-14,39.356502532958984,72.55249786376953,53.26760482788086,84.06963348388672,21.487333297729492
2018-02-15,40.67802810668945,73.08799743652344,54.1942138671875,85.78229522705078,22.271333694458008
2018-02-16,40.54634094238281,72.43450164794922,54.39979553222656,85.17129516601562,22.365999221801758
2018-02-20,40.40995788574219,73.4175033569336,54.80153274536133,85.83787536621094,22.31800079345703
2018-02-21,40.226539611816406,74.14600372314453,55.30604553222656,84.69915771484375,22.219999313354492
2018-02-22,40.562801361083984,74.26699829101562,55.114864349365234,84.92133331298828,23.077999114990234
2018-02-23,41.26824188232422,75.0,56.01813888549805,87.0783920288086,23.469999313354492
2018-02-26,42.08420181274414,76.09750366210938,56.793296813964844,88.33745574951172,23.827999114990234
2018-02-27,41.94781494140625,75.5989990234375,55.49276351928711,87.2080078125,23.39933204650879
2018-02-28,41.884334564208984,75.62249755859375,54.81791305541992,86.80992126464844,22.87066650390625
2018-03-01,41.15066909790039,74.67250061035156,53.203548431396484,85.95820617675781,22.062000274658203
2018-03-02,41.435203552246094,75.01249694824219,53.835693359375,86.14338684082031,22.341333389282227
2018-03-05,41.57863998413086,76.18049621582031,54.3630485534668,86.68956756591797,22.22333335876465
2018-03-06,41.54336929321289,76.88200378417969,54.667945861816406,86.39332580566406,21.8799991607666
2018-03-07,41.1577262878418,77.25,55.37010192871094,86.89324951171875,22.15333366394043
2018-03-08,41.60686111450195,77.59300231933594,56.08219909667969,87.4209213256836,21.940000534057617
2018-03-09,42.32169723510742,78.94450378417969,57.6444206237793,89.37432098388672,21.81133270263672
2018-03-12,42.73086929321289,79.91950225830078,57.897178649902344,89.58723449707031,23.034000396728516
2018-03-13,42.31934356689453,79.40899658203125,56.60508728027344,87.40242767333984,22.78933334350586
2018-03-14,41.959571838378906,79.55000305175781,57.0510139465332,86.88399505615234,21.775333404541016
2018-03-15,42.008949279785156,79.11599731445312,57.13642120361328,87.18949890136719,21.706666946411133
2018-03-16,41.860816955566406,78.58399963378906,56.33246612548828,87.57831573486328,21.42333221435547
2018-03-19,41.22121047973633,77.24649810791016,54.626739501953125,85.9952392578125,20.90399932861328
2018-03-20,41.20710754394531,79.32550048828125,54.414695739746094,86.21742248535156,20.703332901000977
2018-03-21,40.273563385009766,79.09300231933594,54.3253173828125,85.61568450927734,21.101999282836914
2018-03-22,39.704524993896484,77.24600219726562,52.29680633544922,83.12535095214844,20.606666564941406
2018-03-23,38.78510284423828,74.77799987792969,50.975914001464844,80.70906066894531,20.1026668548584
2018-03-26,40.62629318237305,77.79299926757812,52.343482971191406,86.8191909790039,20.278667449951172
2018-03-27,39.584590911865234,74.85250091552734,50.002132415771484,82.82908630371094,18.61199951171875
2018-03-28,39.147216796875,71.57099914550781,49.914730072021484,82.75502014160156,17.185333251953125
2018-03-29,39.45291519165039,72.36699676513672,51.50178146362305,84.49549102783203,17.742000579833984
2018-04-02,39.19424819946289,68.59950256347656,50.28467559814453,81.9495849609375,16.832000732421875
2018-04-03,39.596343994140625,69.60250091552734,50.58510971069336,83.0512924194336,17.8353328704834
2018-04-04,40.3535270690918,70.52850341796875,51.132835388183594,85.47681427001953,19.12933349609375
2018-04-05,40.63334655761719,72.5875015258789,51.2783317565918,85.5230941772461,20.381332397460938
2018-04-06,39.593997955322266,70.2614974975586,50.1515998840332,83.53268432617188,19.953332901000977
2018-04-09,39.98670196533203,70.30400085449219,50.65512466430664,84.03260040283203,19.310667037963867
2018-04-10,40.73917007446289,71.81099700927734,51.470008850097656,85.98599243164062,20.31333351135254
2018-04-11,40.5486946105957,71.35250091552734,50.90192413330078,85.04169464111328,20.062000274658203
2018-04-12,40.948448181152344,72.42500305175781,51.50923156738281,86.634033203125,19.60533332824707
2018-04-13,41.08718490600586,71.53949737548828,51.44716262817383,86.17115020751953,20.022666931152344
2018-04-16,41.34348678588867,72.07499694824219,51.94672393798828,87.18022155761719,19.413999557495117
2018-04-17,41.91254806518555,75.19149780273438,53.598331451416016,88.939208984375,19.179332733154297
2018-04-18,41.818485260009766,76.39199829101562,53.40118408203125,89.28173065185547,19.55666732788086
2018-04-19,40.63334655761719,77.84549713134766,54.099369049072266,88.97623443603516,20.005332946777344
2018-04-20,38.96851348876953,76.37449645996094,53.49702453613281,87.94861602783203,19.349332809448242
2018-04-23,38.85563659667969,75.89299774169922,53.32272720336914,88.27265167236328,18.891332626342773
2018-04-24,38.3148078918457,73.00450134277344,50.78175735473633,86.20817565917969,18.8973331451416
2018-04-25,38.48176574707031,73.00849914550781,50.79914093017578,85.45828247070312,18.71266746520996
2018-04-26,38.61579513549805,75.89800262451172,51.80817413330078,87.26355743408203,19.031999588012695
2018-04-27,38.16901779174805,78.63099670410156,51.21923828125,88.7077407836914,19.60533332824707
2018-04-30,38.8603401184082,78.30650329589844,50.580142974853516,86.5784912109375,19.593332290649414
2018-05-01,39.7633056640625,79.11299896240234,51.68104553222656,87.94861602783203,19.994667053222656
2018-05-02,41.51984405517578,78.48400115966797,50.951087951660156,86.56922149658203,20.07666778564453
2018-05-03,41.5950927734375,78.60399627685547,50.9635009765625,87.0876693725586,18.963333129882812
2018-05-04,43.227020263671875,79.04750061035156,52.190040588378906,88.09674835205078,19.606000900268555
2018-05-07,43.53975296020508,80.00700378417969,52.61014175415039,89.07807922363281,20.184667587280273
2018-05-08,43.74904251098633,79.61949920654297,52.56694030761719,88.69851684570312,20.131332397460938
2018-05-09,44.05708312988281,80.4000015258789,54.07454299926758,89.74461364746094,20.456666946411133
2018-05-10,44.68726348876953,80.4540023803711,54.8948860168457,90.64263916015625,20.334667205810547
2018-05-11,44.51731872558594,80.14550018310547,54.791099548339844,90.44820404052734,20.070667266845703
2018-05-14,44.41344451904297,80.0770034790039,54.95100021362305,90.75375366210938,19.46466636657715
2018-05-15,44.009796142578125,78.80599975585938,53.87194061279297,90.09642028808594,18.94533348083496
2018-05-16,44.42053985595703,79.36399841308594,53.83320617675781,90.32888793945312,19.09866714477539
2018-05-17,44.1396369934082,79.08799743652344,53.69267272949219,89.42696380615234,18.96933364868164
2018-05-18,43.97911834716797,78.71849822998047,53.11565399169922,89.59435272216797,18.454666137695312
2018-05-21,44.29071044921875,79.27300262451172,53.8292350769043,90.7472915649414,18.965999603271484
2018-05-22,44.17976379394531,79.06999969482422,53.397212982177734,90.65430450439453,18.333999633789062
2018-05-23,44.46302032470703,80.09300231933594,53.92606735229492,91.7328872680664,18.60466766357422
2018-05-24,44.41344451904297,80.15350341796875,53.90073776245117,91.40742492675781,18.523332595825195
2018-05-25,44.514957427978516,80.50749969482422,53.83271408081055,91.45392608642578,18.59000015258789
2018-05-29,44.35443878173828,80.64350128173828,53.037689208984375,91.12849426269531,18.917333602905273
2018-05-30,44.26001739501953,81.24449920654297,53.50447463989258,92.00248718261719,19.447999954223633
2018-05-31,44.111305236816406,81.48100280761719,54.623260498046875,91.90022277832031,18.98200035095215
2018-06-01,44.906803131103516,82.0770034790039,56.361270904541016,93.71331024169922,19.454666137695312
2018-06-04,45.282127380371094,83.26349639892578,57.25709533691406,94.5315170288086,19.78266716003418
2018-06-05,45.6314811706543,84.81749725341797,57.15678024291992,95.0150146484375,19.408666610717773
2018-06-06,45.78963851928711,84.7874984741211,56.95467758178711,95.29391479492188,21.299999237060547
2018-06-07,45.66690444946289,84.46499633789062,56.33246612548828,93.79698181152344,21.07266616821289
2018-06-08,45.251441955566406,84.19950103759766,56.24755859375,94.49430084228516,21.17733383178711
2018-06-11,45.14048767089844,84.45600128173828,56.65424728393555,93.95504760742188,22.139999389648438
2018-06-12,45.38835144042969,84.9375,57.01625061035156,94.19679260253906,22.851333618164062
2018-06-13,45.015380859375,85.24299621582031,56.819610595703125,93.76907348632812,22.985332489013672
2018-06-14,45.03899383544922,86.19300079345703,57.60816955566406,94.29907989501953,23.847999572753906
2018-06-15,44.576324462890625,85.79850006103516,57.56645584106445,93.0996322631836,23.878000259399414
2018-06-18,44.55272674560547,86.18949890136719,58.77363204956055,93.77839660644531,24.722000122070312
2018-06-19,43.83277130126953,86.73899841308594,58.53080749511719,93.77839660644531,23.503332138061523
2018-06-20,44.02396774291992,87.50399780273438,58.7979621887207,94.71749114990234,24.148000717163086
2018-06-21,43.778472900390625,86.51100158691406,58.07147216796875,94.03871154785156,23.167333602905273
2018-06-22,43.6510009765625,85.78350067138672,58.064029693603516,93.3599853515625,22.242000579833984
2018-06-25,43.00184631347656,83.15750122070312,56.57380294799805,91.4818115234375,22.200666427612305
2018-06-26,43.53532791137695,84.55449676513672,56.243080139160156,92.12335968017578,22.799999237060547
2018-06-27,43.47160339355469,83.02549743652344,55.464454650878906,90.69149780273438,22.96666717529297
2018-06-28,43.78790283203125,85.07250213623047,55.953086853027344,91.70496368408203,23.32866668701172
2018-06-29,43.69584655761719,84.98999786376953,56.07276153564453,91.68636322021484,22.863332748413086
2018-07-02,44.18446731567383,85.68900299072266,56.71433639526367,92.98806762695312,22.33799934387207
2018-07-03,43.414947509765625,84.697998046875,55.43168258666992,92.09548950195312,20.724000930786133
2018-07-05,43.764312744140625,84.98650360107422,56.673614501953125,92.75562286376953,20.610666275024414
2018-07-06,44.3709602355957,85.53150177001953,57.358394622802734,94.05732727050781,20.593332290649414
2018-07-09,44.987060546875,86.95099639892578,57.96421813964844,94.69888305664062,21.233999252319336
2018-07-10,44.93278121948242,87.15350341796875,57.9572639465332,94.94992065429688,21.49799919128418
2018-07-11,44.3497200012207,87.75,58.17178726196289,94.81977081298828,21.263999938964844
2018-07-12,45.09328842163086,89.83100128173828,59.65157699584961,96.87457275390625,21.11400032043457
2018-07-13,45.164100646972656,90.65149688720703,59.80849838256836,98.02754211425781,21.257999420166016
2018-07-16,45.06496047973633,91.12449645996094,59.41570281982422,97.54405212402344,20.67333221435547
2018-07-17,45.19242858886719,92.19650268554688,60.238529205322266,98.51101684570312,21.512666702270508
2018-07-18,44.94456481933594,92.14600372314453,60.23008728027344,97.7392807006836,21.59000015258789
2018-07-19,45.2939338684082,90.64849853515625,59.544315338134766,97.0698471069336,21.34866714477539
2018-07-20,45.19007110595703,90.68499755859375,59.483741760253906,98.80852508544922,20.905332565307617
2018-07-23,45.230201721191406,90.0999984741211,60.1352424621582,100.38919067382812,20.213333129882812
2018-07-24,45.558311462402344,91.46199798583984,62.476593017578125,100.1009521484375,19.82866668701172
2018-07-25,45.987937927246094,93.18049621582031,63.36000442504883,103.04837036132812,20.582666397094727
2018-07-26,45.84393310546875,90.4000015258789,63.83473205566406,101.9233169555664,20.44333267211914
2018-07-27,45.08148193359375,90.8635025024414,62.215396881103516,100.11956024169922,19.812000274658203
2018-07-30,44.82889938354492,88.96099853515625,61.080718994140625,97.97174835205078,19.344667434692383
2018-07-31,44.918609619140625,88.87200164794922,60.94068145751953,98.63188171386719,19.875999450683594
2018-08-01,47.56476974487305,89.8584976196289,61.227210998535156,98.81785583496094,20.055999755859375
2018-08-02,48.95512771606445,91.71649932861328,61.63142013549805,100.01727294921875,23.30266761779785
2018-08-03,49.09675598144531,91.16449737548828,61.48394012451172,100.45426940917969,23.211332321166992
2018-08-06,49.35169982910156,92.38749694824219,61.4596061706543,100.53793334960938,22.799333572387695
2018-08-07,48.88903045654297,93.1240005493164,62.36188507080078,101.23529052734375,25.30466651916504
2018-08-08,48.92207336425781,94.32599639892578,62.63450622558594,101.80245971679688,24.689332962036133
2018-08-09,49.30683898925781,94.9260025024414,62.78993225097656,101.96981811523438,23.496667861938477
2018-08-10,49.15998840332031,94.31500244140625,62.19652557373047,101.34684753417969,23.69933319091797
2018-08-13,49.477394104003906,94.80999755859375,62.00435256958008,100.6123275756836,23.76066780090332
2018-08-14,49.685848236083984,95.98249816894531,62.476097106933594,101.86752319335938,23.176000595092773
2018-08-15,49.801918029785156,94.13099670410156,61.1889762878418,100.48617553710938,22.57933235168457
2018-08-16,50.531517028808594,94.32599639892578,60.78377151489258,100.46749114990234,22.363332748413086
2018-08-17,51.54063034057617,94.11100006103516,60.37608337402344,100.41148376464844,20.366666793823242
2018-08-20,51.038448333740234,93.83550262451172,60.67898941040039,99.74880981445312,20.562667846679688
2018-08-21,50.93894958496094,94.1709976196289,60.45354080200195,98.9181137084961,21.459999084472656
2018-08-22,50.94131851196289,95.24500274658203,60.66905975341797,99.92611694335938,21.44266700744629
2018-08-23,51.045536041259766,95.1449966430664,60.6397590637207,100.39282989501953,21.34000015258789
2018-08-24,51.20425796508789,95.26950073242188,61.41392517089844,101.1768569946289,21.521333694458008
2018-08-27,51.62591552734375,96.38400268554688,62.38323974609375,102.29688262939453,21.284666061401367
2018-08-28,52.042823791503906,96.64099884033203,61.866302490234375,102.91293334960938,20.790666580200195
2018-08-29,52.819801330566406,99.90499877929688,62.79936218261719,104.55562591552734,20.333999633789062
2018-08-30,53.30541229248047,100.11900329589844,62.292362213134766,104.49029541015625,20.209999084472656
2018-08-31,53.921295166015625,100.635498046875,61.16811752319336,104.84496307373047,20.110666275024414
2018-09-04,54.094207763671875,101.97550201416016,60.150634765625,104.26630401611328,19.26333236694336
2018-09-05,53.74126434326172,99.74099731445312,59.544315338134766,101.26084899902344,18.715999603271484
2018-09-06,52.84822082519531,97.91549682617188,58.79399490356445,101.49420166015625,18.729999542236328
2018-09-07,52.421836853027344,97.60350036621094,58.47618103027344,100.99951934814453,17.549333572387695
2018-09-10,51.71828842163086,96.95050048828125,58.350547790527344,102.09153747558594,19.03333282470703
2018-09-11,53.02587890625,99.35749816894531,59.09193801879883,103.82759857177734,18.62933349609375
2018-09-12,52.367340087890625,99.5,58.17873764038086,104.26630401611328,19.369333267211914
2018-09-13,53.63229751586914,99.49349975585938,58.70212173461914,105.38633728027344,19.297332763671875
2018-09-14,53.023502349853516,98.5094985961914,58.49554443359375,105.8156967163086,19.68000030517578
2018-09-17,51.6116943359375,95.40149688720703,57.594268798828125,104.66764831542969,19.6560001373291
2018-09-18,51.69697952270508,97.05249786376953,57.955772399902344,105.66634368896484,18.997333526611328
2018-09-19,51.72776412963867,96.32099914550781,58.31132507324219,104.2569580078125,19.934667587280273
2018-09-20,52.1209831237793,97.21499633789062,59.17039489746094,106.00234985351562,19.8886661529541
2018-09-21,51.55957794189453,95.75050354003906,58.20455551147461,106.6463623046875,19.940000534057617
2018-09-24,52.30101776123047,96.71800231933594,58.57400894165039,107.029052734375,19.978666305541992
2018-09-25,52.632667541503906,98.72750091552734,59.28559875488281,106.82372283935547,20.06599998474121
2018-09-26,52.213375091552734,98.74250030517578,59.294044494628906,106.385009765625,20.6386661529541
2018-09-27,53.28644943237305,100.64900207519531,59.95448684692383,106.78639221191406,20.501333236694336
2018-09-28,53.47358703613281,100.1500015258789,59.94058609008789,106.74905395507812,17.65133285522461
2018-10-01,53.833648681640625,100.21800231933594,60.0125846862793,107.90642547607422,20.713333129882812
2018-10-02,54.312137603759766,98.56549835205078,59.96839141845703,107.47706604003906,20.06800079345703
2018-10-03,54.973045349121094,97.63800048828125,60.16156005859375,107.49574279785156,19.65333366394043
2018-10-04,54.00656509399414,95.47100067138672,58.45036315917969,105.27433776855469,18.788667678833008
2018-10-05,53.13010025024414,94.48249816894531,57.99152374267578,104.65831756591797,17.463333129882812
2018-10-08,53.006927490234375,93.22100067138672,57.40010452270508,103.46358489990234,16.70400047302246
2018-10-09,53.74126434326172,93.51599884033203,56.86629104614258,104.77961730957031,17.520000457763672
2018-10-10,51.25163650512695,87.76249694824219,54.23394012451172,99.08612823486328,17.125333786010742
2018-10-11,50.799190521240234,85.96800231933594,54.163429260253906,98.85276794433594,16.815332412719727
2018-10-12,52.61370849609375,89.43049621582031,55.643218994140625,102.26890563964844,17.25200080871582
2018-10-15,51.488525390625,88.04750061035156,54.744422912597656,100.43014526367188,17.305999755859375
2018-10-16,52.623172760009766,90.99800109863281,56.265926361083984,103.60359954833984,18.439332962036133
2018-10-17,52.39577865600586,91.58650207519531,55.99331283569336,103.33291625976562,18.118667602539062
2018-10-18,51.17110061645508,88.53600311279297,54.519474029541016,101.27019500732422,17.5939998626709
2018-10-19,51.9504280090332,88.20149993896484,54.88048553466797,101.4195327758789,17.333332061767578
2018-10-22,52.26785659790039,89.46499633789062,55.187862396240234,102.32489776611328,17.39666748046875
2018-10-23,52.76056671142578,88.43499755859375,55.363651275634766,100.89684295654297,19.609333038330078
2018-10-24,50.9508056640625,83.20999908447266,52.49393844604492,95.50199127197266,19.233333587646484
2018-10-25,52.066505432128906,89.1084976196289,54.80153274536133,101.08351135253906,20.99066734313965
2018-10-26,51.2374267578125,82.1405029296875,53.816322326660156,99.83279418945312,22.059999465942383
2018-10-29,50.27568435668945,76.94400024414062,51.382110595703125,96.93002319335938,22.323333740234375
2018-10-30,50.526771545410156,76.52100372314453,52.11604690551758,96.81803894042969,21.99333381652832
2018-10-31,51.84384536743164,79.90049743652344,54.155487060546875,99.69278717041016,22.488000869750977
2018-11-01,52.639774322509766,83.27649688720703,53.92705535888672,98.86211395263672,22.95199966430664
2018-11-02,49.14812469482422,83.27649688720703,53.207523345947266,99.08612823486328,23.0939998626709
2018-11-05,47.752891540527344,81.38999938964844,52.4249153137207,100.34617614746094,22.760000228881836
2018-11-06,48.269309997558594,82.1405029296875,53.112178802490234,100.54216003417969,22.737333297729492
2018-11-07,49.73322677612305,87.77449798583984,55.032432556152344,104.49961853027344,23.21066665649414
2018-11-08,49.55970764160156,87.74549865722656,54.35659408569336,104.30363464355469,23.426666259765625
2018-11-09,48.604122161865234,85.62149810791016,53.48213195800781,102.26890563964844,23.367332458496094
2018-11-12,46.15572738647461,81.84249877929688,52.108604431152344,99.74880981445312,22.0853328704834
2018-11-13,45.694580078125,81.55850219726562,52.039573669433594,99.81414794921875,22.582000732421875
2018-11-14,44.40382385253906,79.95050048828125,52.36781311035156,98.39866638183594,22.933332443237305
2018-11-15,45.49966049194336,80.97200012207031,53.18567657470703,100.56404876708984,23.229333877563477
2018-11-16,46.00359344482422,79.67050170898438,53.04762649536133,101.51082611083984,23.62066650390625
2018-11-19,44.18037414550781,75.614501953125,51.01911544799805,98.07058715820312,23.564666748046875
2018-11-20,42.06953811645508,74.77300262451172,51.169578552246094,95.34275817871094,23.166000366210938
2018-11-21,42.0219841003418,75.83650207519531,51.81413650512695,96.65509033203125,22.54599952697754
2018-11-23,40.954689025878906,75.10299682617188,51.15220260620117,96.61759948730469,21.722000122070312
2018-11-26,41.50853729248047,79.06649780273438,52.43535232543945,99.80475616455078,23.066667556762695
2018-11-27,41.418209075927734,79.07099914550781,52.25360107421875,100.43281555175781,22.92799949645996
2018-11-28,43.0108528137207,83.88749694824219,54.215572357177734,104.16366577148438,23.191333770751953
2018-11-29,42.68043899536133,83.67849731445312,54.3541145324707,103.29188537597656,22.744667053222656
2018-11-30,42.44984817504883,84.50849914550781,55.10245132446289,103.94806671142578,23.365333557128906
2018-12-03,43.93315505981445,88.61799621582031,55.4356575012207,105.07293701171875,23.89933204650879
2018-12-04,42.00059509277344,83.41999816894531,52.75961685180664,101.7264175415039,23.979999542236328
2018-12-06,41.532310485839844,84.95950317382812,53.53477096557617,102.3544921875,24.20400047302246
2018-12-07,40.0513916015625,81.45649719238281,51.970550537109375,98.2580337524414,23.864667892456055
2018-12-10,40.315250396728516,82.05149841308594,52.29829406738281,100.85465240478516,24.343332290649414
2018-12-11,40.08466720581055,82.16200256347656,52.718894958496094,101.79203796386719,24.450666427612305
2018-12-12,40.19639587402344,83.177001953125,53.31875228881836,102.25138092041016,24.440000534057617
2018-12-13,40.63615036010742,82.91899871826172,53.30931854248047,102.59822845458984,25.119333267211914
2018-12-14,39.335899353027344,79.59549713134766,52.22529220581055,99.39229583740234,24.380666732788086
2018-12-17,38.969818115234375,76.04550170898438,50.93122100830078,96.44888305664062,23.22800064086914
2018-12-18,39.47614288330078,77.5739974975586,51.813140869140625,97.46127319335938,22.468666076660156
2018-12-19,38.244815826416016,74.75399780273438,51.418357849121094,97.19879150390625,22.197999954223633
2018-12-20,37.27971649169922,73.04149627685547,50.82843017578125,95.15526580810547,21.025333404541016
2018-12-21,35.82970428466797,68.87249755859375,49.22300338745117,92.08060455322266,21.31800079345703
2018-12-24,34.90264892578125,67.197998046875,48.896263122558594,88.23727416992188,19.69266700744629
2018-12-26,37.36054229736328,73.54499816894531,52.03361892700195,94.26472473144531,21.73933219909668
2018-12-27,37.118072509765625,73.08200073242188,52.28438949584961,94.84593963623047,21.075332641601562
2018-12-28,37.137088775634766,73.9010009765625,51.975521087646484,94.10540008544922,22.257999420166016
2018-12-31,37.496036529541016,75.09850311279297,51.89011001586914,95.2115249633789,22.18666648864746
2019-01-02,37.53882598876953,76.95649719238281,52.37278366088867,94.78968811035156,20.674667358398438
2019-01-03,33.7996826171875,75.01399993896484,50.92228317260742,91.30256652832031,20.02400016784668
2019-01-04,35.24256134033203,78.76950073242188,53.534271240234375,95.54896545410156,21.179332733154297
2019-01-07,35.16411590576172,81.47550201416016,53.42750549316406,95.67083740234375,22.33066749572754
2019-01-08,35.834449768066406,82.8290023803711,53.89677047729492,96.364501953125,22.356666564941406
2019-01-09,36.4429931640625,82.97100067138672,53.712039947509766,97.74247741699219,22.568666458129883
2019-01-10,36.559471130371094,82.81099700927734,53.57201385498047,97.11443328857422,22.99799919128418
2019-01-11,36.200523376464844,82.02799987792969,52.858924865722656,96.364501953125,23.150667190551758
2019-01-14,35.65617370605469,80.8604965209961,52.21536636352539,95.66146850585938,22.293333053588867
2019-01-15,36.38593673706055,83.72799682617188,53.95337677001953,98.4361572265625,22.961999893188477
2019-01-16,36.83043670654297,84.18900299072266,54.10234451293945,98.78301239013672,23.06999969482422
2019-01-17,37.04914474487305,84.66100311279297,54.57956314086914,99.47669219970703,23.15399932861328
2019-01-18,37.27735137939453,84.80999755859375,54.98575973510742,100.96713256835938,20.150667190551758
2019-01-22,36.440608978271484,81.6084976196289,53.562076568603516,99.06421661376953,19.92799949645996
2019-01-23,36.587989807128906,82.0009994506836,53.84910202026367,100.02972412109375,19.172666549682617
2019-01-24,36.297977447509766,82.74649810791016,53.828739166259766,99.55168151855469,19.43400001525879
2019-01-25,37.50079345703125,83.52850341796875,54.698238372802734,100.46095275878906,19.80266761779785
2019-01-28,37.15373229980469,81.89450073242188,53.6231575012207,98.50176239013672,19.7586669921875
2019-01-29,36.76865005493164,79.69400024414062,53.136512756347656,96.4957275390625,19.83066749572754
2019-01-30,39.28121566772461,83.52149963378906,54.5234489440918,99.72039794921875,20.584667205810547
2019-01-31,39.5640869140625,85.9365005493164,55.90888977050781,97.89246368408203,20.468000411987305
2019-02-01,39.58311080932617,81.3115005493164,55.54787826538086,96.34575653076172,20.81399917602539
2019-02-04,40.70745849609375,81.66549682617188,56.68006896972656,99.12045288085938,20.859333038330078
2019-02-05,41.40394592285156,82.94049835205078,57.1989860534668,100.50779724121094,21.42333221435547
2019-02-06,41.418209075927734,82.01300048828125,55.759918212890625,99.39229583740234,21.148000717163086
2019-02-07,40.63377380371094,80.71849822998047,54.9167366027832,98.67987823486328,20.500667572021484
2019-02-08,40.6815185546875,79.41100311279297,54.7414436340332,99.0548324584961,20.386667251586914
2019-02-11,40.447566986083984,79.55000305175781,54.72853469848633,98.66114044189453,20.856000900268555
2019-02-12,40.796104431152344,81.90049743652344,55.99281692504883,100.19847869873047,20.78733253479004
2019-02-13,40.62660217285156,82.0,56.044952392578125,100.12346649169922,20.544666290283203
2019-02-14,40.77463150024414,81.13249969482422,56.07325744628906,100.20784759521484,20.251333236694336
2019-02-15,40.683902740478516,80.39749908447266,55.59803771972656,101.4452133178711,20.525333404541016
2019-02-19,40.80565643310547,81.37899780273438,55.939674377441406,101.3983383178711,20.375999450683594
2019-02-20,41.06825256347656,81.1050033569336,55.64570236206055,100.87116241455078,20.17066764831543
2019-02-21,40.836700439453125,80.97200012207031,54.83231735229492,102.99874877929688,19.415332794189453
2019-02-22,41.29266357421875,81.5780029296875,55.445587158203125,104.46729278564453,19.6473331451416
2019-02-25,41.59345245361328,81.6500015258789,55.48382568359375,105.05097198486328,19.917999267578125
2019-02-26,41.617332458496094,81.81999969482422,55.716217041015625,105.77586364746094,19.857332229614258
2019-02-27,41.74623489379883,82.05449676513672,55.759918212890625,105.59698486328125,20.982667922973633
2019-02-28,41.33563232421875,81.99150085449219,55.94166564941406,105.46519470214844,21.325332641601562
2019-03-01,41.77011489868164,83.58650207519531,57.03264236450195,105.93590545654297,19.652666091918945
2019-03-04,41.980194091796875,84.80850219726562,57.275962829589844,105.68172454833984,19.02400016784668
2019-03-05,41.903804779052734,84.62149810791016,58.059059143066406,105.15453338623047,18.43600082397461
2019-03-06,41.662689208984375,83.44750213623047,57.8480224609375,105.20159912109375,18.416000366210938
2019-03-07,41.18046188354492,81.29750061035156,57.14834213256836,103.92127990722656,18.439332962036133
2019-03-08,41.27833938598633,81.04000091552734,57.10464859008789,104.03424835205078,18.94266700744629
2019-03-11,42.70830154418945,83.53099822998047,58.559112548828125,106.21831512451172,19.39466667175293
