Date,BTC-USD,^GSPC,^IXIC
2004-10-12,,1121.8399658203125,1925.1700439453125
2004-10-13,,1113.6500244140625,1920.530029296875
2004-10-14,,1103.2900390625,1903.02001953125
2004-10-15,,1108.199951171875,1911.5
2004-10-18,,1114.02001953125,1936.52001953125
2004-10-19,,1103.22998046875,1922.9000244140625
2004-10-20,,1103.6600341796875,1932.969970703125
2004-10-21,,1106.489990234375,1953.6199951171875
2004-10-22,,1095.739990234375,1915.1400146484375
2004-10-25,,1094.800048828125,1914.0400390625
2004-10-26,,1111.0899658203125,1928.7900390625
2004-10-27,,1125.4000244140625,1969.989990234375
2004-10-28,,1127.43994140625,1975.739990234375
2004-10-29,,1130.199951171875,1974.989990234375
2004-11-01,,1130.510009765625,1979.8699951171875
2004-11-02,,1130.56005859375,1984.7900390625
2004-11-03,,1143.199951171875,2004.3299560546875
2004-11-04,,1161.6700439453125,2023.6300048828125
2004-11-05,,1166.1700439453125,2038.93994140625
2004-11-08,,1164.8900146484375,2039.25
2004-11-09,,1164.0799560546875,2043.3299560546875
2004-11-10,,1162.9100341796875,2034.56005859375
2004-11-11,,1173.47998046875,2061.27001953125
2004-11-12,,1184.1700439453125,2085.340087890625
2004-11-15,,1183.81005859375,2094.090087890625
2004-11-16,,1175.4300537109375,2078.6201171875
2004-11-17,,1181.93994140625,2099.679931640625
2004-11-18,,1183.550048828125,2104.280029296875
2004-11-19,,1170.3399658203125,2070.6298828125
2004-11-22,,1177.239990234375,2085.18994140625
2004-11-23,,1176.93994140625,2084.280029296875
2004-11-24,,1181.760009765625,2102.5400390625
2004-11-26,,1182.6500244140625,2101.969970703125
2004-11-29,,1178.5699462890625,2106.8701171875
2004-11-30,,1173.8199462890625,2096.81005859375
2004-12-01,,1191.3699951171875,2138.22998046875
2004-12-02,,1190.3299560546875,2143.570068359375
2004-12-03,,1191.1700439453125,2147.9599609375
2004-12-06,,1190.25,2151.25
2004-12-07,,1177.0699462890625,2114.659912109375
2004-12-08,,1182.81005859375,2126.110107421875
2004-12-09,,1189.239990234375,2129.010009765625
2004-12-10,,1188.0,2128.070068359375
2004-12-13,,1198.6800537109375,2148.5
2004-12-14,,1203.3800048828125,2159.840087890625
2004-12-15,,1205.719970703125,2162.550048828125
2004-12-16,,1203.2099609375,2146.14990234375
2004-12-17,,1194.199951171875,2135.199951171875
2004-12-20,,1194.6500244140625,2127.85009765625
2004-12-21,,1205.449951171875,2150.909912109375
2004-12-22,,1209.5699462890625,2157.030029296875
2004-12-23,,1210.1300048828125,2160.6201171875
2004-12-27,,1204.9200439453125,2154.219970703125
2004-12-28,,1213.5400390625,2177.18994140625
2004-12-29,,1213.449951171875,2177.0
2004-12-30,,1213.550048828125,2178.340087890625
2004-12-31,,1211.9200439453125,2175.43994140625
2005-01-03,,1202.0799560546875,2152.14990234375
2005-01-04,,1188.050048828125,2107.860107421875
2005-01-05,,1183.739990234375,2091.239990234375
2005-01-06,,1187.8900146484375,2090.0
2005-01-07,,1186.18994140625,2088.610107421875
2005-01-10,,1190.25,2097.0400390625
2005-01-11,,1182.989990234375,2079.6201171875
2005-01-12,,1187.699951171875,2092.530029296875
2005-01-13,,1177.449951171875,2070.56005859375
2005-01-14,,1184.52001953125,2087.909912109375
2005-01-18,,1195.97998046875,2106.0400390625
2005-01-19,,1184.6300048828125,2073.590087890625
2005-01-20,,1175.4100341796875,2045.8800048828125
2005-01-21,,1167.8699951171875,2034.27001953125
2005-01-24,,1163.75,2008.699951171875
2005-01-25,,1168.4100341796875,2019.949951171875
2005-01-26,,1174.0699462890625,2046.0899658203125
2005-01-27,,1174.550048828125,2047.1500244140625
2005-01-28,,1171.3599853515625,2035.8299560546875
2005-01-31,,1181.27001953125,2062.409912109375
2005-02-01,,1189.4100341796875,2068.699951171875
2005-02-02,,1193.18994140625,2075.06005859375
2005-02-03,,1189.8900146484375,2057.639892578125
2005-02-04,,1203.030029296875,2086.659912109375
2005-02-07,,1201.719970703125,2082.030029296875
2005-02-08,,1202.300048828125,2086.679931640625
2005-02-09,,1191.989990234375,2052.550048828125
2005-02-10,,1197.010009765625,2053.10009765625
2005-02-11,,1205.300048828125,2076.659912109375
2005-02-14,,1206.1400146484375,2082.909912109375
2005-02-15,,1210.1199951171875,2089.2099609375
2005-02-16,,1210.3399658203125,2087.429931640625
2005-02-17,,1200.75,2061.340087890625
2005-02-18,,1201.5899658203125,2058.6201171875
2005-02-22,,1184.1600341796875,2030.3199462890625
2005-02-23,,1190.800048828125,2031.25
2005-02-24,,1200.199951171875,2051.699951171875
2005-02-25,,1211.3699951171875,2065.39990234375
2005-02-28,,1203.5999755859375,2051.719970703125
2005-03-01,,1210.4100341796875,2071.25
2005-03-02,,1210.0799560546875,2067.5
2005-03-03,,1210.469970703125,2058.39990234375
2005-03-04,,1222.1199951171875,2070.610107421875
2005-03-07,,1225.31005859375,2090.2099609375
2005-03-08,,1219.4300537109375,2073.550048828125
2005-03-09,,1207.010009765625,2061.2900390625
2005-03-10,,1209.25,2059.719970703125
2005-03-11,,1200.0799560546875,2041.5999755859375
2005-03-14,,1206.8299560546875,2051.0400390625
2005-03-15,,1197.75,2034.97998046875
2005-03-16,,1188.0699462890625,2015.75
2005-03-17,,1190.2099609375,2016.4200439453125
2005-03-18,,1189.6500244140625,2007.7900390625
2005-03-21,,1183.780029296875,2007.510009765625
2005-03-22,,1171.7099609375,1989.3399658203125
2005-03-23,,1172.530029296875,1990.219970703125
2005-03-24,,1171.4200439453125,1991.06005859375
2005-03-28,,1174.280029296875,1992.52001953125
2005-03-29,,1165.3599853515625,1973.8800048828125
2005-03-30,,1181.4100341796875,2005.6700439453125
2005-03-31,,1180.5899658203125,1999.22998046875
2005-04-01,,1172.9200439453125,1984.81005859375
2005-04-04,,1176.1199951171875,1991.0699462890625
2005-04-05,,1181.3900146484375,1999.3199462890625
2005-04-06,,1184.0699462890625,1999.1400146484375
2005-04-07,,1191.1400146484375,2018.7900390625
2005-04-08,,1181.199951171875,1999.3499755859375
2005-04-11,,1181.2099609375,1992.1199951171875
2005-04-12,,1187.760009765625,2005.4000244140625
2005-04-13,,1173.7900390625,1974.3699951171875
2005-04-14,,1162.050048828125,1946.7099609375
2005-04-15,,1142.6199951171875,1908.1500244140625
2005-04-18,,1145.97998046875,1912.9200439453125
2005-04-19,,1152.780029296875,1932.3599853515625
2005-04-20,,1137.5,1913.760009765625
2005-04-21,,1159.949951171875,1962.4100341796875
2005-04-22,,1152.1199951171875,1932.18994140625
2005-04-25,,1162.0999755859375,1950.780029296875
2005-04-26,,1151.8299560546875,1927.43994140625
2005-04-27,,1156.3800048828125,1930.4300537109375
2005-04-28,,1143.219970703125,1904.1800537109375
2005-04-29,,1156.8499755859375,1921.6500244140625
2005-05-02,,1162.1600341796875,1928.6500244140625
2005-05-03,,1161.1700439453125,1933.0699462890625
2005-05-04,,1175.6500244140625,1962.22998046875
2005-05-05,,1172.6300048828125,1961.800048828125
2005-05-06,,1171.3499755859375,1967.3499755859375
2005-05-09,,1178.8399658203125,1979.6700439453125
2005-05-10,,1166.219970703125,1962.77001953125
2005-05-11,,1171.1099853515625,1971.550048828125
2005-05-12,,1159.3599853515625,1963.8800048828125
2005-05-13,,1154.050048828125,1976.780029296875
2005-05-16,,1165.68994140625,1994.4300537109375
2005-05-17,,1173.800048828125,2004.1500244140625
2005-05-18,,1185.56005859375,2030.6500244140625
2005-05-19,,1191.0799560546875,2042.5799560546875
2005-05-20,,1189.280029296875,2046.4200439453125
2005-05-23,,1193.8599853515625,2056.64990234375
2005-05-24,,1194.0699462890625,2061.6201171875
2005-05-25,,1190.010009765625,2050.1201171875
2005-05-26,,1197.6199951171875,2071.239990234375
2005-05-27,,1198.780029296875,2075.72998046875
2005-05-31,,1191.5,2068.219970703125
2005-06-01,,1202.219970703125,2087.860107421875
2005-06-02,,1204.2900390625,2097.800048828125
2005-06-03,,1196.02001953125,2071.429931640625
2005-06-06,,1197.510009765625,2075.760009765625
2005-06-07,,1197.260009765625,2067.159912109375
2005-06-08,,1194.6700439453125,2060.179931640625
2005-06-09,,1200.9300537109375,2076.909912109375
2005-06-10,,1198.1099853515625,2063.0
2005-06-13,,1200.8199462890625,2068.9599609375
2005-06-14,,1203.9100341796875,2069.0400390625
2005-06-15,,1206.5799560546875,2074.919921875
2005-06-16,,1210.9599609375,2089.14990234375
2005-06-17,,1216.9599609375,2090.110107421875
2005-06-20,,1216.0999755859375,2088.1298828125
2005-06-21,,1213.6099853515625,2091.070068359375
2005-06-22,,1213.8800048828125,2092.030029296875
2005-06-23,,1200.72998046875,2070.659912109375
2005-06-24,,1191.5699462890625,2053.27001953125
2005-06-27,,1190.68994140625,2045.199951171875
2005-06-28,,1201.5699462890625,2069.889892578125
2005-06-29,,1199.8499755859375,2068.889892578125
2005-06-30,,1191.3299560546875,2056.9599609375
2005-07-01,,1194.43994140625,2057.3701171875
2005-07-05,,1204.989990234375,2078.75
2005-07-06,,1194.93994140625,2068.64990234375
2005-07-07,,1197.8699951171875,2075.659912109375
2005-07-08,,1211.8599853515625,2112.8798828125
2005-07-11,,1219.43994140625,2135.429931640625
2005-07-12,,1222.2099609375,2143.14990234375
2005-07-13,,1223.2900390625,2144.110107421875
2005-07-14,,1226.5,2152.820068359375
2005-07-15,,1227.9200439453125,2156.780029296875
2005-07-18,,1221.1300048828125,2144.8701171875
2005-07-19,,1229.3499755859375,2173.179931640625
2005-07-20,,1235.199951171875,2188.570068359375
2005-07-21,,1227.0400390625,2178.60009765625
2005-07-22,,1233.6800537109375,2179.739990234375
2005-07-25,,1229.030029296875,2166.739990234375
2005-07-26,,1231.1600341796875,2175.989990234375
2005-07-27,,1236.7900390625,2186.219970703125
2005-07-28,,1243.719970703125,2198.43994140625
2005-07-29,,1234.1800537109375,2184.830078125
2005-08-01,,1235.3499755859375,2195.3798828125
2005-08-02,,1244.1199951171875,2218.14990234375
2005-08-03,,1245.0400390625,2216.81005859375
2005-08-04,,1235.8599853515625,2191.320068359375
2005-08-05,,1226.4200439453125,2177.909912109375
2005-08-08,,1223.1300048828125,2164.389892578125
2005-08-09,,1231.3800048828125,2174.18994140625
2005-08-10,,1229.1300048828125,2157.81005859375
2005-08-11,,1237.81005859375,2174.550048828125
2005-08-12,,1230.3900146484375,2156.89990234375
2005-08-15,,1233.8699951171875,2167.0400390625
2005-08-16,,1219.3399658203125,2137.06005859375
2005-08-17,,1220.239990234375,2145.14990234375
2005-08-18,,1219.02001953125,2136.080078125
2005-08-19,,1219.7099609375,2135.56005859375
2005-08-22,,1221.72998046875,2141.409912109375
2005-08-23,,1217.5899658203125,2137.25
2005-08-24,,1209.5899658203125,2128.909912109375
2005-08-25,,1212.3699951171875,2134.3701171875
2005-08-26,,1205.0999755859375,2120.77001953125
2005-08-29,,1212.280029296875,2137.64990234375
2005-08-30,,1208.4100341796875,2129.760009765625
2005-08-31,,1220.3299560546875,2152.090087890625
2005-09-01,,1221.5899658203125,2147.89990234375
2005-09-02,,1218.02001953125,2141.070068359375
2005-09-06,,1233.3900146484375,2166.860107421875
2005-09-07,,1236.3599853515625,2172.030029296875
2005-09-08,,1231.6700439453125,2166.030029296875
2005-09-09,,1241.47998046875,2175.510009765625
2005-09-12,,1240.56005859375,2182.830078125
2005-09-13,,1231.199951171875,2171.75
2005-09-14,,1227.1600341796875,2149.330078125
2005-09-15,,1227.72998046875,2146.14990234375
2005-09-16,,1237.9100341796875,2160.35009765625
2005-09-19,,1231.02001953125,2145.260009765625
2005-09-20,,1221.3399658203125,2131.330078125
2005-09-21,,1210.199951171875,2106.639892578125
2005-09-22,,1214.6199951171875,2110.780029296875
2005-09-23,,1215.2900390625,2116.840087890625
2005-09-26,,1215.6300048828125,2121.4599609375
2005-09-27,,1215.6600341796875,2116.419921875
2005-09-28,,1216.8900146484375,2115.39990234375
2005-09-29,,1227.6800537109375,2141.219970703125
2005-09-30,,1228.81005859375,2151.68994140625
2005-10-03,,1226.699951171875,2155.429931640625
2005-10-04,,1214.469970703125,2139.360107421875
2005-10-05,,1196.3900146484375,2103.02001953125
2005-10-06,,1191.489990234375,2084.080078125
2005-10-07,,1195.9000244140625,2090.35009765625
2005-10-10,,1187.3299560546875,2078.919921875
2005-10-11,,1184.8699951171875,2061.090087890625
2005-10-12,,1177.6800537109375,2037.469970703125
2005-10-13,,1176.8399658203125,2047.219970703125
2005-10-14,,1186.5699462890625,2064.830078125
2005-10-17,,1190.0999755859375,2070.300048828125
2005-10-18,,1178.1400146484375,2056.0
2005-10-19,,1195.760009765625,2091.239990234375
2005-10-20,,1177.800048828125,2068.110107421875
2005-10-21,,1179.5899658203125,2082.2099609375
2005-10-24,,1199.3800048828125,2115.830078125
2005-10-25,,1196.5400390625,2109.449951171875
2005-10-26,,1191.3800048828125,2100.050048828125
2005-10-27,,1178.9000244140625,2063.81005859375
2005-10-28,,1198.4100341796875,2089.8798828125
2005-10-31,,1207.010009765625,2120.300048828125
2005-11-01,,1202.760009765625,2114.050048828125
2005-11-02,,1214.760009765625,2144.31005859375
2005-11-03,,1219.93994140625,2160.219970703125
2005-11-04,,1220.1400146484375,2169.429931640625
2005-11-07,,1222.81005859375,2178.239990234375
2005-11-08,,1218.5899658203125,2172.070068359375
2005-11-09,,1220.6500244140625,2175.81005859375
2005-11-10,,1230.9599609375,2196.679931640625
2005-11-11,,1234.719970703125,2202.469970703125
2005-11-14,,1233.760009765625,2200.949951171875
2005-11-15,,1229.010009765625,2186.739990234375
2005-11-16,,1231.2099609375,2187.929931640625
2005-11-17,,1242.800048828125,2220.4599609375
2005-11-18,,1248.27001953125,2227.070068359375
2005-11-21,,1254.8499755859375,2241.669921875
2005-11-22,,1261.22998046875,2253.56005859375
2005-11-23,,1265.6099853515625,2259.97998046875
2005-11-25,,1268.25,2263.010009765625
2005-11-28,,1257.4599609375,2239.3701171875
2005-11-29,,1257.47998046875,2232.7099609375
2005-11-30,,1249.47998046875,2232.820068359375
2005-12-01,,1264.6700439453125,2267.169921875
2005-12-02,,1265.0799560546875,2273.3701171875
2005-12-05,,1262.0899658203125,2257.639892578125
2005-12-06,,1263.699951171875,2260.760009765625
2005-12-07,,1257.3699951171875,2252.010009765625
2005-12-08,,1255.8399658203125,2246.4599609375
2005-12-09,,1259.3699951171875,2256.72998046875
2005-12-12,,1260.4300537109375,2260.949951171875
2005-12-13,,1267.4300537109375,2265.0
2005-12-14,,1272.739990234375,2262.590087890625
2005-12-15,,1270.93994140625,2260.6298828125
2005-12-16,,1267.3199462890625,2252.47998046875
2005-12-19,,1259.9200439453125,2222.739990234375
2005-12-20,,1259.6199951171875,2222.419921875
2005-12-21,,1262.7900390625,2231.659912109375
2005-12-22,,1268.1199951171875,2246.489990234375
2005-12-23,,1268.6600341796875,2249.419921875
2005-12-27,,1256.5400390625,2226.889892578125
2005-12-28,,1258.1700439453125,2228.93994140625
2005-12-29,,1254.4200439453125,2218.159912109375
2005-12-30,,1248.2900390625,2205.320068359375
2006-01-03,,1268.800048828125,2243.739990234375
2006-01-04,,1273.4599609375,2263.4599609375
2006-01-05,,1273.47998046875,2276.8701171875
2006-01-06,,1285.449951171875,2305.6201171875
2006-01-09,,1290.1500244140625,2318.68994140625
2006-01-10,,1289.68994140625,2320.320068359375
2006-01-11,,1294.1800537109375,2331.360107421875
2006-01-12,,1286.06005859375,2316.68994140625
2006-01-13,,1287.6099853515625,2317.0400390625
2006-01-17,,1282.9300537109375,2302.68994140625
2006-01-18,,1277.9300537109375,2279.639892578125
2006-01-19,,1285.0400390625,2301.81005859375
2006-01-20,,1261.489990234375,2247.699951171875
2006-01-23,,1263.8199462890625,2248.469970703125
2006-01-24,,1266.8599853515625,2265.25
2006-01-25,,1264.6800537109375,2260.64990234375
2006-01-26,,1273.8299560546875,2283.0
2006-01-27,,1283.719970703125,2304.22998046875
2006-01-30,,1285.18994140625,2306.780029296875
2006-01-31,,1280.0799560546875,2305.820068359375
2006-02-01,,1282.4599609375,2310.56005859375
2006-02-02,,1270.8399658203125,2281.570068359375
2006-02-03,,1264.030029296875,2262.580078125
2006-02-06,,1265.02001953125,2258.800048828125
2006-02-07,,1254.780029296875,2244.9599609375
2006-02-08,,1265.6500244140625,2266.97998046875
2006-02-09,,1263.780029296875,2255.8701171875
2006-02-10,,1266.989990234375,2261.8798828125
2006-02-13,,1262.8599853515625,2239.81005859375
2006-02-14,,1275.530029296875,2262.169921875
2006-02-15,,1280.0,2276.429931640625
2006-02-16,,1289.3800048828125,2294.6298828125
2006-02-17,,1287.239990234375,2282.360107421875
2006-02-21,,1283.030029296875,2262.9599609375
2006-02-22,,1292.6700439453125,2283.169921875
2006-02-23,,1287.7900390625,2279.320068359375
2006-02-24,,1289.4300537109375,2287.0400390625
2006-02-27,,1294.1199951171875,2307.179931640625
2006-02-28,,1280.6600341796875,2281.389892578125
2006-03-01,,1291.239990234375,2314.639892578125
2006-03-02,,1289.1400146484375,2311.110107421875
2006-03-03,,1287.22998046875,2302.60009765625
2006-03-06,,1278.260009765625,2286.030029296875
2006-03-07,,1275.8800048828125,2268.3798828125
2006-03-08,,1278.469970703125,2267.4599609375
2006-03-09,,1272.22998046875,2249.719970703125
2006-03-10,,1281.4200439453125,2262.0400390625
2006-03-13,,1284.1300048828125,2267.030029296875
2006-03-14,,1297.47998046875,2295.89990234375
2006-03-15,,1303.02001953125,2311.840087890625
2006-03-16,,1305.3299560546875,2299.56005859375
2006-03-17,,1307.25,2306.47998046875
2006-03-20,,1305.0799560546875,2314.110107421875
2006-03-21,,1297.22998046875,2294.22998046875
2006-03-22,,1305.0400390625,2303.35009765625
2006-03-23,,1301.6700439453125,2300.14990234375
2006-03-24,,1302.949951171875,2312.820068359375
2006-03-27,,1301.6099853515625,2315.580078125
2006-03-28,,1293.22998046875,2304.4599609375
2006-03-29,,1302.8900146484375,2337.780029296875
2006-03-30,,1300.25,2340.820068359375
2006-03-31,,1294.8699951171875,2339.7900390625
2006-04-03,,1297.81005859375,2336.739990234375
2006-04-04,,1305.9300537109375,2345.360107421875
2006-04-05,,1311.56005859375,2359.75
2006-04-06,,1309.0400390625,2361.169921875
2006-04-07,,1295.5,2339.02001953125
2006-04-10,,1296.6199951171875,2333.27001953125
2006-04-11,,1286.5699462890625,2310.35009765625
2006-04-12,,1288.1199951171875,2314.679931640625
2006-04-13,,1289.1199951171875,2326.110107421875
2006-04-17,,1285.3299560546875,2311.159912109375
2006-04-18,,1307.280029296875,2356.139892578125
2006-04-19,,1309.9300537109375,2370.8798828125
2006-04-20,,1311.4599609375,2362.550048828125
2006-04-21,,1311.280029296875,2342.860107421875
2006-04-24,,1308.1099853515625,2333.3798828125
2006-04-25,,1301.739990234375,2330.300048828125
2006-04-26,,1305.4100341796875,2333.6298828125
2006-04-27,,1309.719970703125,2344.949951171875
2006-04-28,,1310.6099853515625,2322.570068359375
2006-05-01,,1305.18994140625,2304.7900390625
2006-05-02,,1313.2099609375,2309.840087890625
2006-05-03,,1308.1199951171875,2303.969970703125
2006-05-04,,1312.25,2323.89990234375
2006-05-05,,1325.760009765625,2342.570068359375
2006-05-08,,1324.6600341796875,2344.989990234375
2006-05-09,,1325.1400146484375,2338.25
2006-05-10,,1322.8499755859375,2320.739990234375
2006-05-11,,1305.9200439453125,2272.699951171875
2006-05-12,,1291.239990234375,2243.780029296875
2006-05-15,,1294.5,2238.52001953125
2006-05-16,,1292.0799560546875,2229.1298828125
2006-05-17,,1270.3199462890625,2195.800048828125
2006-05-18,,1261.81005859375,2180.320068359375
2006-05-19,,1267.030029296875,2193.8798828125
2006-05-22,,1262.0699462890625,2172.860107421875
2006-05-23,,1256.5799560546875,2158.760009765625
2006-05-24,,1258.5699462890625,2169.169921875
2006-05-25,,1272.8800048828125,2198.239990234375
2006-05-26,,1280.1600341796875,2210.3701171875
2006-05-30,,1259.8699951171875,2164.739990234375
2006-05-31,,1270.0899658203125,2178.8798828125
2006-06-01,,1285.7099609375,2219.860107421875
2006-06-02,,1288.219970703125,2219.409912109375
2006-06-05,,1265.2900390625,2169.6201171875
2006-06-06,,1263.8499755859375,2162.780029296875
2006-06-07,,1256.1500244140625,2151.800048828125
2006-06-08,,1257.9300537109375,2145.320068359375
2006-06-09,,1252.300048828125,2135.06005859375
2006-06-12,,1237.43994140625,2091.320068359375
2006-06-13,,1223.68994140625,2072.469970703125
2006-06-14,,1230.0400390625,2086.0
2006-06-15,,1256.1600341796875,2144.14990234375
2006-06-16,,1251.5400390625,2129.949951171875
2006-06-19,,1240.1300048828125,2110.419921875
2006-06-20,,1240.1199951171875,2107.06005859375
2006-06-21,,1252.199951171875,2141.199951171875
2006-06-22,,1245.5999755859375,2122.97998046875
2006-06-23,,1244.5,2121.469970703125
2006-06-26,,1250.56005859375,2133.669921875
2006-06-27,,1239.199951171875,2100.25
2006-06-28,,1246.0,2111.840087890625
2006-06-29,,1272.8699951171875,2174.3798828125
2006-06-30,,1270.199951171875,2172.090087890625
2006-07-03,,1280.18994140625,2190.429931640625
2006-07-05,,1270.9100341796875,2153.340087890625
2006-07-06,,1274.0799560546875,2155.090087890625
2006-07-07,,1265.47998046875,2130.06005859375
2006-07-10,,1267.3399658203125,2116.929931640625
2006-07-11,,1272.4300537109375,2128.860107421875
2006-07-12,,1258.5999755859375,2090.239990234375
2006-07-13,,1242.280029296875,2054.110107421875
2006-07-14,,1236.199951171875,2037.3499755859375
2006-07-17,,1234.489990234375,2037.719970703125
2006-07-18,,1236.8599853515625,2043.219970703125
2006-07-19,,1259.81005859375,2080.7099609375
2006-07-20,,1249.1300048828125,2039.4200439453125
2006-07-21,,1240.2900390625,2020.3900146484375
2006-07-24,,1260.9100341796875,2061.840087890625
2006-07-25,,1268.8800048828125,2073.89990234375
2006-07-26,,1268.4000244140625,2070.4599609375
2006-07-27,,1263.199951171875,2054.469970703125
2006-07-28,,1278.550048828125,2094.139892578125
2006-07-31,,1276.6600341796875,2091.469970703125
2006-08-01,,1270.9200439453125,2061.989990234375
2006-08-02,,1277.4100341796875,2078.81005859375
2006-08-03,,1280.27001953125,2092.340087890625
2006-08-04,,1279.3599853515625,2085.050048828125
2006-08-07,,1275.77001953125,2072.5
2006-08-08,,1271.47998046875,2060.85009765625
2006-08-09,,1265.949951171875,2060.280029296875
2006-08-10,,1271.81005859375,2071.739990234375
2006-08-11,,1266.739990234375,2057.7099609375
2006-08-14,,1268.2099609375,2069.0400390625
2006-08-15,,1285.5799560546875,2115.010009765625
2006-08-16,,1295.4300537109375,2149.5400390625
2006-08-17,,1297.47998046875,2157.610107421875
2006-08-18,,1302.300048828125,2163.949951171875
2006-08-21,,1297.52001953125,2147.75
2006-08-22,,1298.8199462890625,2150.02001953125
2006-08-23,,1292.989990234375,2134.659912109375
2006-08-24,,1296.06005859375,2137.110107421875
2006-08-25,,1295.0899658203125,2140.2900390625
2006-08-28,,1301.780029296875,2160.699951171875
2006-08-29,,1304.280029296875,2172.300048828125
2006-08-30,,1305.3699951171875,2185.72998046875
2006-08-31,,1303.8199462890625,2183.75
2006-09-01,,1311.010009765625,2193.159912109375
2006-09-05,,1313.25,2205.699951171875
2006-09-06,,1300.260009765625,2167.840087890625
2006-09-07,,1294.02001953125,2155.2900390625
2006-09-08,,1298.9200439453125,2165.7900390625
2006-09-11,,1299.5400390625,2173.25
2006-09-12,,1313.0,2215.820068359375
2006-09-13,,1318.0699462890625,2227.669921875
2006-09-14,,1316.280029296875,2228.72998046875
2006-09-15,,1319.6600341796875,2235.590087890625
2006-09-18,,1321.1800537109375,2235.75
2006-09-19,,1317.6400146484375,2222.3701171875
2006-09-20,,1325.1800537109375,2252.889892578125
2006-09-21,,1318.030029296875,2237.75
2006-09-22,,1314.780029296875,2218.929931640625
2006-09-25,,1326.3699951171875,2249.070068359375
2006-09-26,,1336.3499755859375,2261.340087890625
2006-09-27,,1336.5899658203125,2263.389892578125
2006-09-28,,1338.8800048828125,2270.02001953125
2006-09-29,,1335.8499755859375,2258.429931640625
2006-10-02,,1331.3199462890625,2237.60009765625
2006-10-03,,1334.1099853515625,2243.64990234375
2006-10-04,,1350.199951171875,2290.949951171875
2006-10-05,,1353.219970703125,2306.340087890625
2006-10-06,,1349.5899658203125,2299.989990234375
2006-10-09,,1350.6600341796875,2311.77001953125
2006-10-10,,1353.4200439453125,2315.429931640625
2006-10-11,,1349.949951171875,2308.27001953125
2006-10-12,,1362.8299560546875,2346.179931640625
2006-10-13,,1365.6199951171875,2357.2900390625
2006-10-16,,1369.06005859375,2363.840087890625
2006-10-17,,1364.050048828125,2344.949951171875
2006-10-18,,1365.800048828125,2337.14990234375
2006-10-19,,1366.9599609375,2340.93994140625
2006-10-20,,1368.5999755859375,2342.300048828125
2006-10-23,,1377.02001953125,2355.56005859375
2006-10-24,,1377.3800048828125,2344.840087890625
2006-10-25,,1382.219970703125,2356.590087890625
2006-10-26,,1389.0799560546875,2379.10009765625
2006-10-27,,1377.3399658203125,2350.6201171875
2006-10-30,,1377.9300537109375,2363.77001953125
2006-10-31,,1377.93994140625,2366.7099609375
2006-11-01,,1367.81005859375,2334.35009765625
2006-11-02,,1367.3399658203125,2334.02001953125
2006-11-03,,1364.300048828125,2330.7900390625
2006-11-06,,1379.780029296875,2365.949951171875
2006-11-07,,1382.8399658203125,2375.8798828125
