RIC,DateTimeL,Type,Price,Volume,L1 Bid,L1 Ask,Trade Sign
 AGLJ.J,736333.392417, Quote,0.0,0.0,6801.0,6813.0,0
 AGLJ.J,736333.392417, Quote,0.0,0.0,6801.0,6812.0,0
 AGLJ.J,736333.392486, Quote,0.0,0.0,6803.0,6812.0,0
 AGLJ.J,736333.392486, Quote,0.0,0.0,6804.0,6812.0,0
 AGLJ.J,736333.392486, Quote,0.0,0.0,6803.0,6812.0,0
 AGLJ.J,736333.392486, Quote,0.0,0.0,6804.0,6812.0,0
 AGLJ.J,736333.392488, Quote,0.0,0.0,6803.0,6811.0,0
 AGLJ.J,736333.392491, Quote,0.0,0.0,6803.0,6812.0,0
 AGLJ.J,736333.392491, Trade,6803.0,769.0,0.0,0.0,-1
 AGLJ.J,736333.392491, Quote,0.0,0.0,6801.0,6811.0,0
 AGLJ.J,736333.392491, Quote,0.0,0.0,6801.0,6810.0,0
 AGLJ.J,736333.392495, Trade,6800.299401,1336.0,0.0,0.0,-1
 AGLJ.J,736333.392495, Quote,0.0,0.0,6724.0,6809.0,0
 AGLJ.J,736333.392496, Quote,0.0,0.0,6774.0,6809.0,0
 AGLJ.J,736333.392498, Quote,0.0,0.0,6728.0,6809.0,0
 AGLJ.J,736333.392592, Quote,0.0,0.0,6729.0,6809.0,0
 AGLJ.J,736333.392592, Quote,0.0,0.0,6730.0,6809.0,0
 AGLJ.J,736333.392665, Quote,0.0,0.0,6732.0,6809.0,0
 AGLJ.J,736333.392708, Trade,6800.902439,820.0,0.0,0.0,1
 AGLJ.J,736333.392708, Quote,0.0,0.0,6732.0,6809.0,0
 AGLJ.J,736333.392868, Quote,0.0,0.0,6736.0,6809.0,0
 AGLJ.J,736333.392868, Quote,0.0,0.0,6736.0,6809.0,0
 AGLJ.J,736333.392987, Quote,0.0,0.0,6738.0,6809.0,0
 AGLJ.J,736333.392987, Quote,0.0,0.0,6738.0,6809.0,0
 AGLJ.J,736333.393012, Quote,0.0,0.0,6740.0,6809.0,0
 AGLJ.J,736333.393079, Quote,0.0,0.0,6740.0,6809.0,0
 AGLJ.J,736333.39308, Quote,0.0,0.0,6742.0,6809.0,0
 AGLJ.J,736333.393177, Quote,0.0,0.0,6744.0,6809.0,0
 AGLJ.J,736333.393177, Quote,0.0,0.0,6745.0,6809.0,0
 AGLJ.J,736333.393178, Quote,0.0,0.0,6745.0,6809.0,0
 AGLJ.J,736333.393246, Quote,0.0,0.0,6747.0,6809.0,0
 AGLJ.J,736333.393439, Quote,0.0,0.0,6749.0,6809.0,0
 AGLJ.J,736333.393475, Quote,0.0,0.0,6751.0,6809.0,0
 AGLJ.J,736333.393625, Quote,0.0,0.0,6752.0,6809.0,0
 AGLJ.J,736333.393625, Quote,0.0,0.0,6753.0,6809.0,0
 AGLJ.J,736333.393694, Quote,0.0,0.0,6754.0,6809.0,0
 AGLJ.J,736333.393717, Quote,0.0,0.0,6756.0,6809.0,0
 AGLJ.J,736333.393717, Quote,0.0,0.0,6757.0,6809.0,0
 AGLJ.J,736333.393802, Quote,0.0,0.0,6771.0,6809.0,0
 AGLJ.J,736333.393826, Quote,0.0,0.0,6774.0,6809.0,0
 AGLJ.J,736333.39387, Quote,0.0,0.0,6775.0,6809.0,0
 AGLJ.J,736333.39391, Quote,0.0,0.0,6778.0,6809.0,0
 AGLJ.J,736333.393929, Quote,0.0,0.0,6779.0,6809.0,0
 AGLJ.J,736333.393929, Quote,0.0,0.0,6779.0,6809.0,0
 AGLJ.J,736333.393942, Quote,0.0,0.0,6782.0,6809.0,0
 AGLJ.J,736333.394566, Trade,6809.0,2773.0,0.0,0.0,1
 AGLJ.J,736333.394566, Quote,0.0,0.0,6782.0,6809.0,0
 AGLJ.J,736333.394566, Quote,0.0,0.0,6783.0,6809.0,0
 AGLJ.J,736333.394566, Quote,0.0,0.0,6784.0,6809.0,0
 AGLJ.J,736333.394568, Quote,0.0,0.0,6784.0,6810.0,0
 AGLJ.J,736333.394568, Quote,0.0,0.0,6750.0,6809.0,0
 AGLJ.J,736333.394568, Quote,0.0,0.0,6751.0,6809.0,0
 AGLJ.J,736333.39462, Quote,0.0,0.0,6752.0,6809.0,0
 AGLJ.J,736333.394622, Quote,0.0,0.0,6753.0,6809.0,0
 AGLJ.J,736333.394674, Quote,0.0,0.0,6755.0,6809.0,0
 AGLJ.J,736333.3947, Trade,6808.0,400.0,0.0,0.0,1
 AGLJ.J,736333.3947, Quote,0.0,0.0,6757.0,6808.0,0
 AGLJ.J,736333.394724, Quote,0.0,0.0,6758.0,6806.0,0
 AGLJ.J,736333.394727, Quote,0.0,0.0,6758.0,6804.0,0
 AGLJ.J,736333.394748, Quote,0.0,0.0,6760.0,6802.0,0
 AGLJ.J,736333.394779, Quote,0.0,0.0,6762.0,6802.0,0
 AGLJ.J,736333.394781, Quote,0.0,0.0,6762.0,6801.0,0
 AGLJ.J,736333.394783, Quote,0.0,0.0,6762.0,6799.0,0
 AGLJ.J,736333.394807, Quote,0.0,0.0,6765.0,6799.0,0
 AGLJ.J,736333.39486, Quote,0.0,0.0,6767.0,6799.0,0
 AGLJ.J,736333.394922, Quote,0.0,0.0,6735.0,6797.0,0
 AGLJ.J,736333.394995, Quote,0.0,0.0,6737.0,6797.0,0
 AGLJ.J,736333.394998, Quote,0.0,0.0,6737.0,6793.0,0
 AGLJ.J,736333.395023, Quote,0.0,0.0,6739.0,6793.0,0
 AGLJ.J,736333.395024, Quote,0.0,0.0,6739.0,6793.0,0
 AGLJ.J,736333.395079, Quote,0.0,0.0,6740.0,6766.0,0
 AGLJ.J,736333.395079, Trade,6766.0,949.0,0.0,0.0,1
 AGLJ.J,736333.395079, Quote,0.0,0.0,6741.0,6766.0,0
 AGLJ.J,736333.395107, Trade,6766.0,74.0,0.0,0.0,1
 AGLJ.J,736333.395107, Quote,0.0,0.0,6742.0,6792.0,0
 AGLJ.J,736333.395107, Quote,0.0,0.0,6743.0,6792.0,0
 AGLJ.J,736333.395109, Quote,0.0,0.0,6743.0,6788.0,0
 AGLJ.J,736333.39511, Quote,0.0,0.0,6743.0,6788.0,0
 AGLJ.J,736333.395112, Quote,0.0,0.0,6743.0,6788.0,0
 AGLJ.J,736333.395112, Quote,0.0,0.0,6743.0,6793.0,0
 AGLJ.J,736333.395214, Quote,0.0,0.0,6745.0,6792.0,0
 AGLJ.J,736333.395214, Quote,0.0,0.0,6746.0,6792.0,0
 AGLJ.J,736333.395217, Quote,0.0,0.0,6746.0,6789.0,0
 AGLJ.J,736333.395252, Quote,0.0,0.0,6747.0,6788.0,0
 AGLJ.J,736333.395253, Quote,0.0,0.0,6748.0,6788.0,0
 AGLJ.J,736333.395255, Quote,0.0,0.0,6748.0,6787.0,0
 AGLJ.J,736333.395255, Quote,0.0,0.0,6748.0,6787.0,0
 AGLJ.J,736333.395257, Quote,0.0,0.0,6748.0,6795.0,0
 AGLJ.J,736333.395259, Quote,0.0,0.0,6748.0,6788.0,0
 AGLJ.J,736333.395259, Quote,0.0,0.0,6748.0,6788.0,0
 AGLJ.J,736333.395278, Quote,0.0,0.0,6750.0,6788.0,0
 AGLJ.J,736333.39528, Quote,0.0,0.0,6750.0,6788.0,0
 AGLJ.J,736333.39528, Quote,0.0,0.0,6750.0,6793.0,0
 AGLJ.J,736333.395298, Quote,0.0,0.0,6750.0,6792.0,0
 AGLJ.J,736333.395301, Quote,0.0,0.0,6750.0,6792.0,0
 AGLJ.J,736333.395344, Quote,0.0,0.0,6752.0,6792.0,0
 AGLJ.J,736333.395347, Quote,0.0,0.0,6752.0,6789.0,0
 AGLJ.J,736333.39548, Quote,0.0,0.0,6754.0,6789.0,0
 AGLJ.J,736333.395482, Quote,0.0,0.0,6754.0,6796.0,0
 AGLJ.J,736333.395482, Quote,0.0,0.0,6754.0,6796.0,0
 AGLJ.J,736333.395484, Quote,0.0,0.0,6754.0,6797.0,0
 AGLJ.J,736333.395484, Quote,0.0,0.0,6754.0,6791.0,0
 AGLJ.J,736333.395515, Quote,0.0,0.0,6755.0,6790.0,0
 AGLJ.J,736333.395517, Quote,0.0,0.0,6755.0,6789.0,0
 AGLJ.J,736333.395566, Quote,0.0,0.0,6758.0,6788.0,0
 AGLJ.J,736333.395568, Quote,0.0,0.0,6758.0,6787.0,0
 AGLJ.J,736333.395568, Quote,0.0,0.0,6758.0,6790.0,0
 AGLJ.J,736333.39557, Quote,0.0,0.0,6758.0,6789.0,0
 AGLJ.J,736333.395571, Quote,0.0,0.0,6758.0,6789.0,0
 AGLJ.J,736333.395573, Quote,0.0,0.0,6758.0,6788.0,0
 AGLJ.J,736333.395619, Trade,6757.776842,950.0,0.0,0.0,-1
 AGLJ.J,736333.395619, Quote,0.0,0.0,6744.0,6787.0,0
 AGLJ.J,736333.395619, Quote,0.0,0.0,6745.0,6787.0,0
 AGLJ.J,736333.395622, Quote,0.0,0.0,6745.0,6786.0,0
 AGLJ.J,736333.395724, Quote,0.0,0.0,6747.0,6783.0,0
 AGLJ.J,736333.395727, Quote,0.0,0.0,6747.0,6779.0,0
 AGLJ.J,736333.395766, Trade,6779.0,200.0,0.0,0.0,1
 AGLJ.J,736333.395766, Quote,0.0,0.0,6749.0,6778.0,0
 AGLJ.J,736333.395768, Quote,0.0,0.0,6746.0,6778.0,0
 AGLJ.J,736333.395921, Quote,0.0,0.0,6748.0,6778.0,0
 AGLJ.J,736333.395921, Quote,0.0,0.0,6749.0,6778.0,0
 AGLJ.J,736333.395921, Quote,0.0,0.0,6749.0,6778.0,0
 AGLJ.J,736333.395925, Quote,0.0,0.0,6750.0,6775.0,0
 AGLJ.J,736333.395927, Quote,0.0,0.0,6750.0,6787.0,0
 AGLJ.J,736333.395927, Quote,0.0,0.0,6751.0,6784.0,0
 AGLJ.J,736333.395985, Quote,0.0,0.0,6751.0,6783.0,0
 AGLJ.J,736333.395988, Quote,0.0,0.0,6749.0,6781.0,0
 AGLJ.J,736333.39599, Quote,0.0,0.0,6751.0,6784.0,0
 AGLJ.J,736333.396141, Quote,0.0,0.0,6751.0,6784.0,0
 AGLJ.J,736333.396184, Quote,0.0,0.0,6751.0,6781.0,0
 AGLJ.J,736333.396186, Quote,0.0,0.0,6749.0,6779.0,0
 AGLJ.J,736333.396188, Quote,0.0,0.0,6750.0,6780.0,0
 AGLJ.J,736333.396189, Quote,0.0,0.0,6751.0,6786.0,0
 AGLJ.J,736333.39619, Quote,0.0,0.0,6751.0,6781.0,0
 AGLJ.J,736333.396192, Quote,0.0,0.0,6751.0,6784.0,0
 AGLJ.J,736333.396195, Quote,0.0,0.0,6751.0,6784.0,0
 AGLJ.J,736333.39627, Quote,0.0,0.0,6751.0,6783.0,0
 AGLJ.J,736333.396273, Quote,0.0,0.0,6752.0,6781.0,0
 AGLJ.J,736333.396416, Quote,0.0,0.0,6752.0,6780.0,0
 AGLJ.J,736333.396417, Quote,0.0,0.0,6752.0,6779.0,0
 AGLJ.J,736333.396418, Quote,0.0,0.0,6752.0,6778.0,0
 AGLJ.J,736333.39642, Quote,0.0,0.0,6752.0,6778.0,0
 AGLJ.J,736333.396533, Quote,0.0,0.0,6752.0,6775.0,0
 AGLJ.J,736333.396614, Quote,0.0,0.0,6750.0,6775.0,0
 AGLJ.J,736333.396614, Quote,0.0,0.0,6750.0,6775.0,0
 AGLJ.J,736333.396615, Quote,0.0,0.0,6751.0,6775.0,0
 AGLJ.J,736333.396617, Quote,0.0,0.0,6751.0,6773.0,0
 AGLJ.J,736333.396619, Quote,0.0,0.0,6751.0,6775.0,0
 AGLJ.J,736333.396621, Quote,0.0,0.0,6751.0,6773.0,0
 AGLJ.J,736333.396623, Quote,0.0,0.0,6751.0,6773.0,0
 AGLJ.J,736333.396623, Quote,0.0,0.0,6751.0,6775.0,0
 AGLJ.J,736333.397252, Quote,0.0,0.0,6752.0,6775.0,0
 AGLJ.J,736333.397475, Quote,0.0,0.0,6752.0,6778.0,0
 AGLJ.J,736333.397793, Trade,6778.0,59.0,0.0,0.0,1
 AGLJ.J,736333.397793, Quote,0.0,0.0,6753.0,6778.0,0
 AGLJ.J,736333.3979, Quote,0.0,0.0,6754.0,6778.0,0
 AGLJ.J,736333.3979, Quote,0.0,0.0,6755.0,6778.0,0
 AGLJ.J,736333.397902, Quote,0.0,0.0,6755.0,6787.0,0
 AGLJ.J,736333.398106, Quote,0.0,0.0,6755.0,6786.0,0
 AGLJ.J,736333.398108, Quote,0.0,0.0,6755.0,6784.0,0
 AGLJ.J,736333.398226, Quote,0.0,0.0,6755.0,6784.0,0
 AGLJ.J,736333.398558, Quote,0.0,0.0,6757.0,6784.0,0
 AGLJ.J,736333.399315, Quote,0.0,0.0,6724.0,6783.0,0
 AGLJ.J,736333.399315, Quote,0.0,0.0,6724.0,6783.0,0
 AGLJ.J,736333.399318, Quote,0.0,0.0,6724.0,6773.0,0
 AGLJ.J,736333.399359, Quote,0.0,0.0,6724.0,6772.0,0
 AGLJ.J,736333.399494, Quote,0.0,0.0,6724.0,6769.0,0
 AGLJ.J,736333.399568, Quote,0.0,0.0,6724.0,6768.0,0
 AGLJ.J,736333.399679, Quote,0.0,0.0,6724.0,6766.0,0
 AGLJ.J,736333.399844, Quote,0.0,0.0,6724.0,6766.0,0
 AGLJ.J,736333.399865, Quote,0.0,0.0,6724.0,6759.0,0
 AGLJ.J,736333.399955, Quote,0.0,0.0,6740.0,6759.0,0
 AGLJ.J,736333.400054, Quote,0.0,0.0,6741.0,6759.0,0
 AGLJ.J,736333.400056, Quote,0.0,0.0,6741.0,6766.0,0
 AGLJ.J,736333.400122, Quote,0.0,0.0,6741.0,6772.0,0
 AGLJ.J,736333.400297, Quote,0.0,0.0,6741.0,6760.0,0
 AGLJ.J,736333.400368, Quote,0.0,0.0,6750.0,6760.0,0
 AGLJ.J,736333.400409, Quote,0.0,0.0,6750.0,6760.0,0
 AGLJ.J,736333.400409, Trade,6760.0,957.0,0.0,0.0,1
 AGLJ.J,736333.400409, Quote,0.0,0.0,6751.0,6782.0,0
 AGLJ.J,736333.400549, Quote,0.0,0.0,6760.0,6782.0,0
 AGLJ.J,736333.400549, Quote,0.0,0.0,6761.0,6785.0,0
 AGLJ.J,736333.400746, Quote,0.0,0.0,6762.0,6785.0,0
 AGLJ.J,736333.400746, Quote,0.0,0.0,6763.0,6786.0,0
 AGLJ.J,736333.400771, Trade,6785.0,200.0,0.0,0.0,1
 AGLJ.J,736333.400771, Quote,0.0,0.0,6763.0,6785.0,0
 AGLJ.J,736333.400773, Quote,0.0,0.0,6763.0,6785.0,0
 AGLJ.J,736333.40079, Quote,0.0,0.0,6763.0,6785.0,0
 AGLJ.J,736333.40079, Quote,0.0,0.0,6765.0,6799.0,0
 AGLJ.J,736333.400957, Quote,0.0,0.0,6767.0,6799.0,0
 AGLJ.J,736333.401106, Quote,0.0,0.0,6769.0,6799.0,0
 AGLJ.J,736333.401145, Quote,0.0,0.0,6769.0,6800.0,0
 AGLJ.J,736333.401464, Quote,0.0,0.0,6770.0,6800.0,0
 AGLJ.J,736333.401465, Quote,0.0,0.0,6771.0,6800.0,0
 AGLJ.J,736333.401487, Quote,0.0,0.0,6773.0,6815.0,0
 AGLJ.J,736333.401515, Quote,0.0,0.0,6774.0,6813.0,0
 AGLJ.J,736333.401515, Quote,0.0,0.0,6775.0,6812.0,0
 AGLJ.J,736333.401539, Quote,0.0,0.0,6771.0,6811.0,0
 AGLJ.J,736333.40154, Quote,0.0,0.0,6773.0,6811.0,0
 AGLJ.J,736333.401581, Quote,0.0,0.0,6776.0,6808.0,0
 AGLJ.J,736333.401615, Quote,0.0,0.0,6776.0,6806.0,0
 AGLJ.J,736333.401642, Quote,0.0,0.0,6776.0,6805.0,0
 AGLJ.J,736333.40167, Quote,0.0,0.0,6776.0,6797.0,0
 AGLJ.J,736333.401855, Quote,0.0,0.0,6776.0,6794.0,0
 AGLJ.J,736333.402136, Quote,0.0,0.0,6772.0,6794.0,0
 AGLJ.J,736333.402136, Quote,0.0,0.0,6772.0,6794.0,0
 AGLJ.J,736333.402394, Quote,0.0,0.0,6785.0,6794.0,0
 AGLJ.J,736333.4025, Trade,6785.0,500.0,0.0,0.0,-1
 AGLJ.J,736333.4025, Quote,0.0,0.0,6785.0,6794.0,0
 AGLJ.J,736333.402516, Quote,0.0,0.0,6785.0,6793.0,0
 AGLJ.J,736333.402562, Trade,6785.0,900.0,0.0,0.0,-1
 AGLJ.J,736333.402562, Quote,0.0,0.0,6772.0,6791.0,0
 AGLJ.J,736333.40274, Trade,6791.0,40.0,0.0,0.0,1
 AGLJ.J,736333.40274, Quote,0.0,0.0,6772.0,6791.0,0
 AGLJ.J,736333.402772, Trade,6791.0,571.0,0.0,0.0,1
 AGLJ.J,736333.402772, Quote,0.0,0.0,6772.0,6791.0,0
 AGLJ.J,736333.403086, Quote,0.0,0.0,6772.0,6785.0,0
 AGLJ.J,736333.403097, Quote,0.0,0.0,6772.0,6784.0,0
 AGLJ.J,736333.4031, Trade,6772.0,659.0,0.0,0.0,-1
 AGLJ.J,736333.4031, Quote,0.0,0.0,6753.0,6782.0,0
 AGLJ.J,736333.403106, Quote,0.0,0.0,6753.0,6772.0,0
 AGLJ.J,736333.403107, Quote,0.0,0.0,6751.0,6772.0,0
 AGLJ.J,736333.403152, Quote,0.0,0.0,6751.0,6772.0,0
 AGLJ.J,736333.403153, Quote,0.0,0.0,6751.0,6780.0,0
 AGLJ.J,736333.403205, Quote,0.0,0.0,6751.0,6779.0,0
 AGLJ.J,736333.403325, Quote,0.0,0.0,6751.0,6776.0,0
 AGLJ.J,736333.403468, Quote,0.0,0.0,6752.0,6776.0,0
 AGLJ.J,736333.403468, Quote,0.0,0.0,6753.0,6776.0,0
 AGLJ.J,736333.403655, Quote,0.0,0.0,6753.0,6775.0,0
 AGLJ.J,736333.403683, Trade,6753.0,270.0,0.0,0.0,-1
 AGLJ.J,736333.403683, Quote,0.0,0.0,6753.0,6774.0,0
 AGLJ.J,736333.404069, Quote,0.0,0.0,6753.0,6774.0,0
 AGLJ.J,736333.404069, Quote,0.0,0.0,6753.0,6776.0,0
 AGLJ.J,736333.404074, Quote,0.0,0.0,6753.0,6777.0,0
 AGLJ.J,736333.404126, Quote,0.0,0.0,6754.0,6777.0,0
 AGLJ.J,736333.404127, Quote,0.0,0.0,6755.0,6777.0,0
 AGLJ.J,736333.40417, Quote,0.0,0.0,6755.0,6777.0,0
 AGLJ.J,736333.404179, Quote,0.0,0.0,6755.0,6779.0,0
 AGLJ.J,736333.404214, Quote,0.0,0.0,6755.0,6779.0,0
 AGLJ.J,736333.404217, Trade,6777.0,565.0,0.0,0.0,1
 AGLJ.J,736333.404217, Quote,0.0,0.0,6755.0,6778.0,0
 AGLJ.J,736333.404437, Trade,6777.0,718.0,0.0,0.0,1
 AGLJ.J,736333.404437, Quote,0.0,0.0,6755.0,6778.0,0
 AGLJ.J,736333.404439, Quote,0.0,0.0,6755.0,6777.0,0
 AGLJ.J,736333.404761, Quote,0.0,0.0,6755.0,6777.0,0
 AGLJ.J,736333.404787, Trade,6777.0,2603.0,0.0,0.0,1
